run_name,changed_parameter,changed_value,epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
run_04_batch_4,batch,4,3,2767.13,1.29444,1.78472,0.02382,0.67717,0.66819,0.71681,0.53404,0.99556,1.24669,0.02385,0.0280186,0.00933952,0.0280186,0.00933952,0.0280186,0.00933952,0.0280186,0.00933952
run_04_batch_4,batch,4,4,3531.54,1.31869,1.70133,0.02422,0.72266,0.65018,0.75666,0.5638,0.99581,1.19246,0.02443,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
run_04_batch_4,batch,4,5,4309.4,1.28248,1.5304,0.02337,0.82218,0.70145,0.815,0.64348,0.85084,0.99101,0.01972,0.02604,0.00868,0.02604,0.00868,0.02604,0.00868,0.02604,0.00868
run_04_batch_4,batch,4,6,5066.92,1.21891,1.41385,0.02202,0.83616,0.73944,0.81494,0.656,0.79081,0.9816,0.01838,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835
run_04_batch_4,batch,4,7,5841.15,1.19923,1.33384,0.02165,0.76536,0.69255,0.77295,0.62609,0.86293,1.11165,0.02082,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
run_04_batch_4,batch,4,8,6612.06,1.17246,1.27308,0.02088,0.7832,0.74542,0.82972,0.67128,0.83856,0.90053,0.0197,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769
run_04_batch_4,batch,4,9,7384.84,1.146,1.20605,0.02033,0.80025,0.7676,0.83029,0.69061,0.76461,0.84036,0.01774,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736
run_04_batch_4,batch,4,10,8161.28,1.12829,1.16355,0.02008,0.88664,0.74677,0.85509,0.70815,0.76203,0.89602,0.01745,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
run_04_batch_4,batch,4,11,8919.68,1.10948,1.11838,0.01984,0.78747,0.76279,0.81437,0.67743,0.78885,0.90546,0.01827,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067
run_04_batch_4,batch,4,12,9695.58,1.09688,1.06923,0.0195,0.75615,0.78986,0.83689,0.68593,0.81065,0.91121,0.01874,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637
run_04_batch_4,batch,4,13,10454.4,1.08385,1.05564,0.01919,0.83174,0.71195,0.7898,0.65753,0.75423,1.07801,0.01744,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
run_04_batch_4,batch,4,14,11230.1,1.07179,1.01565,0.01902,0.8385,0.7683,0.83801,0.6999,0.75954,0.87467,0.0171,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571
run_04_batch_4,batch,4,15,11988.1,1.04978,0.97676,0.01857,0.79488,0.80357,0.84889,0.7172,0.7026,0.8161,0.01604,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
run_04_batch_4,batch,4,16,12747.0,1.03537,0.97543,0.01821,0.78858,0.78863,0.83075,0.69717,0.72708,0.85094,0.01661,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
run_04_batch_4,batch,4,17,13523.9,1.02512,0.93163,0.01792,0.77091,0.8159,0.84226,0.69878,0.73397,0.84919,0.01649,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472
run_04_batch_4,batch,4,18,14281.6,1.01516,0.90677,0.01778,0.78225,0.7858,0.8509,0.7039,0.74475,0.81138,0.01701,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439
run_04_batch_4,batch,4,19,15130.9,0.99572,0.88077,0.01742,0.87908,0.73495,0.85503,0.71238,0.74395,0.78923,0.01697,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
run_04_batch_4,batch,4,20,15986.8,0.98231,0.86256,0.01726,0.8085,0.7912,0.85945,0.72287,0.7408,0.8042,0.01664,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373
run_04_batch_4,batch,4,21,16716.5,0.82139,0.40122,0.01998,0.8678,0.76829,0.88211,0.73177,0.75397,0.73156,0.01724,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034
run_04_batch_4,batch,4,22,17451.9,0.80437,0.38428,0.01949,0.79685,0.81119,0.86181,0.71866,0.76114,0.77763,0.01721,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
run_04_batch_4,batch,4,23,18186.0,0.77943,0.37108,0.01883,0.83889,0.79887,0.87286,0.72408,0.75658,0.76071,0.0171,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274
run_04_batch_4,batch,4,24,18920.7,0.75983,0.35605,0.01829,0.81759,0.80566,0.86016,0.71656,0.74753,0.7784,0.01685,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241
run_04_batch_4,batch,4,25,19640.5,0.74413,0.3392,0.01793,0.85485,0.75923,0.85757,0.70755,0.75864,0.82687,0.01706,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
run_04_batch_4,batch,4,26,20358.2,0.72455,0.3254,0.0174,0.79513,0.79278,0.84436,0.70082,0.74979,0.8687,0.0168,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175
run_04_batch_4,batch,4,27,21078.1,0.70705,0.318,0.01696,0.79824,0.79111,0.83612,0.69817,0.74841,0.89836,0.01677,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142
run_04_batch_4,batch,4,28,21899.9,0.6944,0.30474,0.0166,0.83216,0.7545,0.83746,0.70239,0.74594,0.92209,0.01673,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
run_04_batch_4,batch,4,29,22744.2,0.67619,0.30296,0.01612,0.81691,0.76362,0.83307,0.6962,0.74449,0.94714,0.01667,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076
run_04_batch_4,batch,4,30,23507.2,0.6614,0.29806,0.01578,0.80095,0.78355,0.83605,0.70061,0.74507,0.97038,0.01669,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043
run_05_batch_12,batch,12,1,624.199,1.15685,3.63676,0.02054,0.5744,0.5366,0.62303,0.47446,0.94504,1.6259,0.02215,0.00999539,0.0033318,0.00999539,0.0033318,0.00999539,0.0033318,0.00999539,0.0033318
run_05_batch_12,batch,12,2,1145.03,1.15626,1.69167,0.02049,0.77558,0.5608,0.71954,0.58501,0.81767,1.27152,0.01831,0.0193355,0.00644518,0.0193355,0.00644518,0.0193355,0.00644518,0.0193355,0.00644518
run_05_batch_12,batch,12,3,1640.84,1.2392,1.63539,0.02211,0.63129,0.62372,0.67391,0.50193,1.0508,1.35513,0.02505,0.0280157,0.00933856,0.0280157,0.00933856,0.0280157,0.00933856,0.0280157,0.00933856
run_05_batch_12,batch,12,4,2131.52,1.28567,1.58056,0.02278,0.62812,0.61742,0.66822,0.50186,1.04482,1.36022,0.02554,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
run_05_batch_12,batch,12,5,2620.92,1.23397,1.43347,0.02175,0.82678,0.74805,0.84065,0.67359,0.84759,0.90419,0.0198,0.02604,0.00868,0.02604,0.00868,0.02604,0.00868,0.02604,0.00868
run_05_batch_12,batch,12,6,3114.62,1.18796,1.32196,0.02085,0.74232,0.75632,0.81219,0.65402,0.82865,0.9013,0.01933,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835
run_05_batch_12,batch,12,7,3606.07,1.15688,1.24172,0.02031,0.73176,0.74379,0.82331,0.66428,0.84225,0.90268,0.01897,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
run_05_batch_12,batch,12,8,4095.79,1.13037,1.17241,0.0196,0.85248,0.73695,0.8453,0.69828,0.76835,0.83498,0.01718,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769
run_05_batch_12,batch,12,9,4585.8,1.11878,1.12099,0.01934,0.80618,0.72055,0.8215,0.67851,0.78469,0.92238,0.01778,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736
run_05_batch_12,batch,12,10,5077.34,1.09581,1.07875,0.01902,0.80318,0.76142,0.84259,0.67057,0.87336,0.84758,0.02017,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
run_05_batch_12,batch,12,11,5567.47,1.07881,1.04554,0.01868,0.76912,0.78706,0.86274,0.71119,0.7592,0.82426,0.01678,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067
run_05_batch_12,batch,12,12,6056.68,1.0578,1.00304,0.01831,0.84944,0.74296,0.84882,0.70037,0.75397,0.81436,0.01702,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637
run_05_batch_12,batch,12,13,6546.75,1.04683,0.97033,0.01801,0.87871,0.77968,0.86468,0.71384,0.74616,0.80623,0.01661,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
run_05_batch_12,batch,12,14,7036.9,1.02703,0.95742,0.01762,0.87788,0.72882,0.84403,0.70551,0.73978,0.8394,0.01643,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571
run_05_batch_12,batch,12,15,7527.09,1.01147,0.91747,0.0173,0.87141,0.75823,0.86473,0.72061,0.74644,0.76367,0.01669,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
run_05_batch_12,batch,12,16,8016.59,1.00436,0.90617,0.01716,0.85699,0.78279,0.85135,0.71012,0.73213,0.83043,0.01614,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
run_05_batch_12,batch,12,17,8507.06,0.98842,0.87059,0.01678,0.8543,0.8021,0.88323,0.73428,0.74038,0.69851,0.01635,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472
run_05_batch_12,batch,12,18,8998.33,0.975,0.84588,0.01659,0.85022,0.8134,0.88833,0.73567,0.74859,0.70054,0.01669,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439
run_05_batch_12,batch,12,19,9487.98,0.95409,0.82159,0.01618,0.87957,0.79731,0.89488,0.74876,0.70861,0.68534,0.0157,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
run_05_batch_12,batch,12,20,9976.87,0.94601,0.79682,0.01607,0.84199,0.83847,0.89682,0.74671,0.7336,0.69239,0.01627,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373
run_05_batch_12,batch,12,21,10424.6,0.79512,0.37755,0.01937,0.83953,0.80763,0.87603,0.72588,0.72656,0.71547,0.01605,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034
run_05_batch_12,batch,12,22,10872.1,0.77816,0.36743,0.01885,0.79644,0.82534,0.86437,0.7191,0.71915,0.75987,0.01578,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
run_05_batch_12,batch,12,23,11320.8,0.75048,0.3499,0.01809,0.86005,0.81128,0.87749,0.73142,0.71016,0.74805,0.01561,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274
run_05_batch_12,batch,12,24,11766.6,0.73533,0.32981,0.0177,0.84967,0.84969,0.87487,0.73152,0.71252,0.73571,0.01573,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241
run_05_batch_12,batch,12,25,12214.9,0.71057,0.31813,0.01702,0.86416,0.84255,0.87824,0.73451,0.71459,0.7523,0.01582,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
run_05_batch_12,batch,12,26,12663.4,0.69322,0.31199,0.01658,0.8737,0.82189,0.88139,0.73368,0.72059,0.73018,0.01594,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175
run_05_batch_12,batch,12,27,13101.1,0.67554,0.30446,0.01608,0.82188,0.84753,0.88294,0.73455,0.71395,0.76655,0.0158,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142
run_05_batch_12,batch,12,28,13533.1,0.65852,0.29827,0.01566,0.87183,0.81386,0.8731,0.72861,0.71042,0.77947,0.01572,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
run_05_batch_12,batch,12,29,13965.7,0.64816,0.28594,0.01547,0.86861,0.81301,0.86843,0.7258,0.72065,0.79073,0.01595,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076
run_06_batch_16,batch,16,1,927.892,1.14444,3.71252,0.02026,0.5475,0.59683,0.64453,0.51442,0.8472,1.45168,0.01989,0.00999385,0.00333128,0.00999385,0.00333128,0.00999385,0.00333128,0.00999385,0.00333128
run_06_batch_16,batch,16,2,1694.5,1.1661,1.65132,0.02057,0.61874,0.63486,0.68785,0.52936,0.93368,1.35933,0.02282,0.019334,0.00644468,0.019334,0.00644468,0.019334,0.00644468,0.019334,0.00644468
run_06_batch_16,batch,16,3,2258.21,1.24542,1.61493,0.02217,0.64327,0.67033,0.73422,0.54024,1.08912,1.19499,0.02605,0.0280143,0.00933808,0.0280143,0.00933808,0.0280143,0.00933808,0.0280143,0.00933808
run_06_batch_16,batch,16,4,2898.29,1.25884,1.56347,0.02238,0.66226,0.70463,0.76664,0.59008,0.96064,1.06555,0.02199,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
run_06_batch_16,batch,16,5,3315.33,1.22222,1.41723,0.02145,0.686,0.76527,0.80768,0.65345,0.80392,0.94563,0.0183,0.02604,0.00868,0.02604,0.00868,0.02604,0.00868,0.02604,0.00868
run_06_batch_16,batch,16,6,3714.91,1.17282,1.30601,0.02056,0.77109,0.69981,0.79928,0.64387,0.8568,0.92063,0.01941,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835
run_06_batch_16,batch,16,7,4111.67,1.15042,1.22833,0.02006,0.75303,0.69192,0.80043,0.64526,0.83479,0.92676,0.01952,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
run_06_batch_16,batch,16,8,4523.05,1.12125,1.15626,0.0194,0.78193,0.75289,0.82112,0.68136,0.76251,0.85053,0.01725,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769
run_06_batch_16,batch,16,9,4933.8,1.10894,1.10962,0.01925,0.8087,0.74355,0.83819,0.68618,0.7897,0.82771,0.01802,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736
run_06_batch_16,batch,16,10,5339.99,1.09173,1.05903,0.01873,0.78485,0.77484,0.84121,0.695,0.76915,0.82337,0.01734,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
run_06_batch_16,batch,16,11,5765.22,1.07248,1.01612,0.01839,0.83162,0.74374,0.83701,0.69106,0.7693,0.78335,0.01739,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067
run_06_batch_16,batch,16,12,7130.35,1.05708,0.98537,0.01809,0.80938,0.78399,0.85408,0.70795,0.76435,0.74116,0.01739,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637
run_06_batch_16,batch,16,13,7521.07,1.03905,0.96313,0.01784,0.76858,0.79973,0.84756,0.7011,0.78788,0.79858,0.01804,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
run_06_batch_16,batch,16,14,7916.67,1.02523,0.91915,0.01756,0.84587,0.79751,0.84882,0.71029,0.75432,0.73635,0.01693,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571
run_06_batch_16,batch,16,15,8478.08,1.00725,0.9183,0.01715,0.86213,0.75838,0.84,0.69794,0.73873,0.82133,0.01643,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
run_06_batch_16,batch,16,16,9167.12,0.99774,0.89108,0.01699,0.78391,0.76847,0.83779,0.69474,0.77012,0.84303,0.01742,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
run_06_batch_16,batch,16,17,9856.64,0.9813,0.86248,0.01661,0.85162,0.78227,0.87612,0.73172,0.73415,0.69336,0.01647,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472
run_06_batch_16,batch,16,18,10546.0,0.96683,0.83722,0.01639,0.84172,0.77337,0.84524,0.7007,0.76557,0.8426,0.01729,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439
run_06_batch_16,batch,16,19,11234.5,0.95843,0.8087,0.01625,0.81803,0.79969,0.84382,0.70105,0.74877,0.80324,0.01675,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
run_06_batch_16,batch,16,20,11924.5,0.94303,0.7978,0.01596,0.77668,0.80496,0.84128,0.7043,0.74673,0.82178,0.01677,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373
run_06_batch_16,batch,16,21,12564.7,0.78214,0.37001,0.01906,0.77224,0.81361,0.84504,0.69969,0.7686,0.84718,0.01743,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034
run_06_batch_16,batch,16,22,13206.4,0.76096,0.36678,0.01848,0.76802,0.79666,0.84867,0.70445,0.75278,0.82482,0.01683,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
run_06_batch_16,batch,16,23,13692.5,0.74416,0.33484,0.01799,0.85483,0.73507,0.8453,0.70628,0.76049,0.84159,0.01696,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274
run_06_batch_16,batch,16,24,14334.0,0.724,0.32061,0.01742,0.86056,0.76317,0.85369,0.71069,0.74464,0.78961,0.01646,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241
run_06_batch_16,batch,16,25,14904.5,0.70972,0.31058,0.01705,0.83464,0.75919,0.84528,0.71204,0.72974,0.85081,0.01626,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
run_06_batch_16,batch,16,26,15545.1,0.68776,0.3111,0.01649,0.88162,0.75113,0.84664,0.70947,0.72623,0.8432,0.01612,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175
run_06_batch_16,batch,16,27,16184.8,0.67677,0.31038,0.01625,0.87576,0.74855,0.85923,0.71969,0.73254,0.82466,0.01629,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142
run_07_lr0_0.001,lr0,0.001,1,1265.22,1.16478,3.52275,0.02082,0.59956,0.6096,0.69653,0.5571,0.84389,1.36959,0.01983,0.00999692,0.00333231,0.00999692,0.00333231,0.00999692,0.00333231,0.00999692,0.00333231
run_07_lr0_0.001,lr0,0.001,2,2243.57,1.18986,1.72004,0.02133,0.68225,0.67865,0.73226,0.58357,0.83039,1.30084,0.01917,0.019337,0.00644567,0.019337,0.00644567,0.019337,0.00644567,0.019337,0.00644567
run_07_lr0_0.001,lr0,0.001,3,3154.48,1.25754,1.66033,0.02261,0.56,0.64266,0.64848,0.49676,0.94605,1.56499,0.02281,0.0280171,0.00933904,0.0280171,0.00933904,0.0280171,0.00933904,0.0280171,0.00933904
run_07_lr0_0.001,lr0,0.001,4,4047.14,1.28915,1.6437,0.023,0.71298,0.64338,0.72609,0.56856,0.88288,1.23389,0.02129,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
run_07_lr0_0.001,lr0,0.001,5,4941.02,1.24052,1.44909,0.02191,0.78077,0.70423,0.80128,0.6474,0.81007,0.92851,0.01869,0.02604,0.00868,0.02604,0.00868,0.02604,0.00868,0.02604,0.00868
run_07_lr0_0.001,lr0,0.001,6,5832.89,1.20031,1.33332,0.02121,0.71277,0.71978,0.78258,0.63351,0.79382,0.97041,0.01832,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835
run_07_lr0_0.001,lr0,0.001,7,6727.65,1.16958,1.25347,0.02053,0.8509,0.67012,0.80832,0.63904,0.86183,0.9148,0.02055,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
run_07_lr0_0.001,lr0,0.001,8,7657.44,1.14573,1.1791,0.01996,0.76284,0.77667,0.83436,0.67939,0.82141,0.82863,0.01935,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769
run_07_lr0_0.001,lr0,0.001,9,8552.24,1.12568,1.14171,0.0196,0.76842,0.73404,0.82555,0.68025,0.77614,0.87202,0.01816,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736
run_07_lr0_0.001,lr0,0.001,10,9443.12,1.10451,1.09618,0.01919,0.77154,0.7891,0.8419,0.69333,0.78843,0.78475,0.01839,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
run_07_lr0_0.001,lr0,0.001,11,10338.2,1.08603,1.04912,0.01889,0.83324,0.74034,0.83133,0.68291,0.78985,0.83934,0.01861,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067
run_07_lr0_0.001,lr0,0.001,12,11231.8,1.07187,1.01642,0.0186,0.79094,0.7669,0.83605,0.69082,0.77203,0.79798,0.01812,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637
run_07_lr0_0.001,lr0,0.001,13,12126.6,1.0561,0.98398,0.01828,0.84309,0.77704,0.85262,0.71092,0.73184,0.75988,0.01685,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
run_07_lr0_0.001,lr0,0.001,14,13017.7,1.04634,0.94316,0.01818,0.82074,0.81855,0.88929,0.73802,0.70665,0.65057,0.01604,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571
run_07_lr0_0.001,lr0,0.001,15,13912.2,1.02732,0.92684,0.01782,0.86372,0.74634,0.86808,0.72453,0.73206,0.74254,0.01667,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
run_07_lr0_0.001,lr0,0.001,16,14805.5,1.01789,0.9089,0.01753,0.87038,0.78952,0.87107,0.73094,0.72093,0.71252,0.01662,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
run_07_lr0_0.001,lr0,0.001,17,15701.2,0.99895,0.87556,0.01706,0.7991,0.81764,0.86273,0.72304,0.71908,0.75051,0.01633,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472
run_07_lr0_0.001,lr0,0.001,18,16592.3,0.9845,0.85356,0.01687,0.81644,0.8033,0.85884,0.70949,0.76134,0.74762,0.01746,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439
run_07_lr0_0.001,lr0,0.001,19,17486.5,0.96726,0.82659,0.01652,0.77268,0.85319,0.87605,0.73018,0.72547,0.6768,0.01661,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
run_07_lr0_0.001,lr0,0.001,20,18380.2,0.95564,0.80924,0.0163,0.84949,0.80585,0.8725,0.72938,0.71323,0.70769,0.01612,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373
run_07_lr0_0.001,lr0,0.001,21,19227.2,0.80295,0.37321,0.01956,0.82633,0.78476,0.86954,0.72128,0.73964,0.73378,0.01688,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034
run_07_lr0_0.001,lr0,0.001,22,20074.3,0.78335,0.35406,0.01902,0.91385,0.72938,0.86271,0.70469,0.76429,0.7259,0.01763,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
run_07_lr0_0.001,lr0,0.001,23,20920.3,0.76106,0.34101,0.01843,0.87873,0.78382,0.86449,0.70957,0.77081,0.7271,0.01767,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274
run_07_lr0_0.001,lr0,0.001,24,21801.0,0.73978,0.33428,0.01782,0.8001,0.79949,0.84745,0.70043,0.76395,0.82816,0.01751,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241
run_08_lr0_0.005,lr0,0.005,1,1240.94,1.16478,3.52275,0.02082,0.59956,0.6096,0.69653,0.5571,0.84389,1.36959,0.01983,0.00999692,0.00333231,0.00999692,0.00333231,0.00999692,0.00333231,0.00999692,0.00333231
run_08_lr0_0.005,lr0,0.005,2,2221.35,1.18986,1.72004,0.02133,0.68225,0.67865,0.73226,0.58357,0.83039,1.30084,0.01917,0.019337,0.00644567,0.019337,0.00644567,0.019337,0.00644567,0.019337,0.00644567
run_08_lr0_0.005,lr0,0.005,3,3133.6,1.25754,1.66033,0.02261,0.56,0.64266,0.64848,0.49676,0.94605,1.56499,0.02281,0.0280171,0.00933904,0.0280171,0.00933904,0.0280171,0.00933904,0.0280171,0.00933904
run_08_lr0_0.005,lr0,0.005,4,4029.39,1.28915,1.6437,0.023,0.71298,0.64338,0.72609,0.56856,0.88288,1.23389,0.02129,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
run_08_lr0_0.005,lr0,0.005,5,4923.91,1.24052,1.44909,0.02191,0.78077,0.70423,0.80128,0.6474,0.81007,0.92851,0.01869,0.02604,0.00868,0.02604,0.00868,0.02604,0.00868,0.02604,0.00868
run_08_lr0_0.005,lr0,0.005,6,5817.04,1.20031,1.33332,0.02121,0.71277,0.71978,0.78258,0.63351,0.79382,0.97041,0.01832,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835
run_08_lr0_0.005,lr0,0.005,7,6712.12,1.16958,1.25347,0.02053,0.8509,0.67012,0.80832,0.63904,0.86183,0.9148,0.02055,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
